Index,processing_index,original_index,TARGETID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,fits_downloaded,panstarrs_success,galaxy_size_success,fully_processed,failure_reason
365,7365,7365,39633543151749239,108.47071186509878,78.03777280625722,main,bright,8101,True,True,True,True,
366,7366,7366,39633543164333754,112.47287653435951,77.95099579769831,main,bright,8079,True,True,True,True,
367,7367,7367,39633543294356777,149.11687466852678,77.94950990352517,main,bright,8038,True,True,True,True,
368,7368,7368,39633544414235968,107.27787520730509,78.36067832234977,main,bright,8101,True,True,True,True,
369,7369,7369,39633544443593438,115.02963880073835,78.33004502303434,main,bright,8090,True,True,True,True,
370,7370,7370,39633544540062127,142.69683031264148,78.18345648077278,main,bright,8041,True,True,True,True,
371,7371,7371,39633544699446169,188.8031761833616,78.16446274893543,main,bright,12201,True,True,True,True,
372,7372,7372,39633545659943957,108.20173742303577,78.41198587467908,main,bright,8101,True,True,True,True,
373,7373,7373,39633545668329522,109.73675099184122,78.44500663296867,main,bright,8101,True,True,True,True,
374,7374,7374,39633545865461989,167.7543413051052,78.46320145548022,main,bright,8025,True,True,True,True,
375,7375,7375,39633561187257961,130.72653565841682,82.3181961387743,sv1,bright,8142,True,True,True,True,
376,7376,7376,39633562068059762,156.4732434308656,82.55788667117218,sv1,bright,8145,True,True,True,True,
377,7377,7377,39633563640922582,160.24975190033044,82.95636335297652,sv1,dark,8145,True,True,True,True,
378,7378,7378,39633565066987897,142.78617589054093,83.57248462005933,sv1,bright,8152,True,True,True,True,
379,7379,7379,39633565759047276,142.56409100504783,83.84948200307214,sv1,bright,8154,True,True,True,True,
380,7380,7380,39633567654871330,134.60388727917757,84.50540048564201,sv1,bright,8176,True,False,False,False,Galaxy size processing returned None
381,7381,7381,39636375967891819,352.1798123471099,-8.787048099529743,main,dark,17325,True,True,False,False,Galaxy size processing returned None
382,7382,7382,39636375967894717,352.3203152832646,-8.697084463799902,main,dark,17325,True,True,True,True,
383,7383,7383,39636443164837849,65.88941130918602,-5.725496689568424,main,bright,22756,True,True,True,True,
384,7384,7384,39636479147774497,57.56537049695057,-4.158992611431513,main,bright,23067,True,True,True,True,
385,7385,7385,39636526379831169,355.21556522334095,-2.509498232908671,main,bright,18758,True,True,True,True,
386,7386,7386,39636566829699876,246.17116422141984,-0.7104864526598784,main,bright,31316,True,True,True,True,
387,7387,7387,39636584965871752,247.21029497119517,-0.0966314675069442,main,dark,31317,True,True,True,True,
388,7388,7388,39636639047222414,230.54459680961423,2.3679851378758157,main,bright,31417,True,True,True,True,
389,7389,7389,39636669426569943,242.2983904348623,3.4440125120069287,main,bright,31357,True,True,True,True,
390,7390,7390,39636669426569943,242.2983904348623,3.4440125120069287,main,dark,31357,True,True,True,True,
391,7391,7391,39636690062548247,34.09238408343891,4.5945054881138825,main,bright,17882,True,True,True,True,
